,,,,,,,,,,,
,,BLOCK POOL TECHNOLOGIES PRIVATE LIMITED,,,,,,PURCHASE ORDER,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,P.O. NUMBER,DATE
,,,,,,,,,,150525-001,15/05/2025
,,VENDOR,,,,,,,CUSTOMER,,
,,NAME,,,,BILLING DETAILS,,,NAME,,
,,Liza Sethy,,,,BLOCKPOOL TECHNOLOGIES PRIVATE LIMITED,,,Archit Nanda,,
,,COMPANY NAME,,,,GST - 27AAKCB8583E1ZB,,,COMPANY NAME,,
,,Snitch Apparels Pvt. Ltd.,,,,"ADDRESS - VO-461 - WeWork NESCO IT Park, 10th Floor Building 4, Nesco IT Park, Western Express Highway, Goregaon (East) Mumbai, Maharashtra 400063
",,,Block Pool Technologies Private Limited,,
,,ADDRESS,,,,EMAIL ID - finance@slickapp.co                                                                        ,,,BILLING ADDRESS,,
,,"1, 1, St Johns Church Rd, Bharati Nagar, Shivaji Nagar, Bengaluru, Karnataka 560005",,,,PAN - AAKCB8583E									,,,"VO-461 - WeWork NESCO IT Park, 10th Floor Building 4, Nesco IT Park, Western Express Highway, Goregaon (East) Mumbai, Maharashtra 400063	",,
,,,,,,,,,,,
,,PHONE,,,,,,,PHONE,,
,,‪+91 99378 78779‬,,,,,,,7898786276,,
,,EMAIL ADDRESS,,,,,,,EMAIL ADDRESS,,
,,Liza@snitch.com,,,,,,,finance@slickapp.co,,
,,SHIP FROM,,,,,,,SHIP TO,,
,,,,,,,,,"Godown No. Unit No. 8, Ground Floor, Shreepal Complex, Suren Road, Near WEH Metro station, Andheri East, Mumbai- 400093",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Sno,Brand SKU Code,KNOT SKU Code,,Size,Colors,Quantity,Unit Price,Amount,
,,1,4C-SJ0003-01-30,W1-SNCH-0-30-3368,,30,0,2,2299,4598,
,,2,4C-SJ0003-01-32,W1-SNCH-0-32-3369,,32,0,2,2299,4598,
,,3,4C-SJ0003-01-34,W1-SNCH-0-34-3370,,34,0,2,2299,4598,
,,4,4C-SJ0003-01-36,W1-SNCH-0-36-3371,,36,0,2,2299,4598,
,,5,4C-SJ0003-01-38,W1-SNCH-0-38-3372,,38,0,2,2299,4598,
,,6,4C-SO0019-02-32,W1-SNCH-0-32-3373,,32,0,2,2299,4598,
,,7,4C-SO0019-02-34,W1-SNCH-0-34-3374,,34,0,2,2299,4598,
,,8,4C-SO0019-02-36,W1-SNCH-0-36-3375,,36,0,2,2299,4598,
,,9,4C-SO0019-02-38,W1-SNCH-0-38-3376,,38,0,2,2299,4598,
,,10,4C-SO0021-03-30,W1-SNCH-0-30-3377,,30,0,2,2199,4398,
,,11,4C-SO0021-03-32,W1-SNCH-0-32-3378,,32,0,2,2199,4398,
,,12,4C-SO0021-03-34,W1-SNCH-0-34-3379,,34,0,2,2199,4398,
,,13,4C-SO0021-03-36,W1-SNCH-0-36-3380,,36,0,2,2199,4398,
,,14,4C-SO0021-03-38,W1-SNCH-0-38-3381,,38,0,2,2199,4398,
,,15,4MCR1004-03-L,W1-SNCH-0-L-3382,,L,0,2,1299,2598,
,,16,4MCR1004-03-M,W1-SNCH-0-M-3383,,M,0,2,1299,2598,
,,17,4MCR1004-03-XXL,W1-SNCH-0-XXL-3384,,XXL,0,2,1299,2598,
